,Unnamed: 0.1,Unnamed: 0,Domain_Name,Manual1,Manual2,ChatGPT_4o,Instant_Segment,English?
518,518,5446,jetpainterbuild.com,jet|painter|build,jet|painter|build,jet|painter|build,jet|painter|build,Yes
519,519,18965,hl-renovation.com,hl|renovation,hl|renovation,hl|renovation,hl|renovation,Yes
520,520,49678,gm6oqch7sn0phet1e5e234gq8rhldbe4.com,gm6oqch7sn0phet1e5e234gq8rhldbe4,gm6oqch7sn0phet1e5e234gq8rhldbe4,gm|6oq|ch|7sn|0phet|1e|5e2|34|gq|8|rhld|be|4,gmo|qc|hsn|phe|tee|gqr|hld|be,Yes
521,521,27242,centrohipicomaasbree.com,centro|hipico|maas|bree,centrohipicomaasbree,centro|hipico|maasbree,centro|hi|pico|maas|bree,Yes
522,522,81027,drlnlaws.com,dr|ln|laws,dr|lnlaws,dr|ln|laws,dr|ln|laws,Yes
523,523,2727,foreandfore.com,fore|and|fore,fore|and|fore,for|e|and|fore,for|e|and|for|e,Yes
524,524,598,azimmigrationattorneys.com,az|immigration|attorneys,az|immigration|attorneys,az|immigration|attorneys,az|immigration|attorneys,Yes
525,525,20878,dogzahav.com,dog|zahav,dog|zahav,dog|zahav,dogz|a|hav,Yes
526,526,71602,eastdevon.com,east|devon,east|devon,east|devon,east|devon,Yes
527,527,77801,climatisation-93.com,climatisation|93,climatisation|93,climatisation|93,climatisation,Yes
528,528,57265,electronicafromusic.com,electronic|afro|music,electronica|fro|music,electronica|from|music,electronic|afro|music,Yes
529,529,1000,davlisseven.com,davlis|seven,davlis|seven,davlis|seven,d|avlis|seven,Yes
530,530,86961,bonfirecareercoaching.com,bonfire|career|coaching,bonfire|career|coaching,bonfire|career|coaching,bonfire|career|coaching,Yes
531,531,23628,adaptabletherapyservice.com,adaptable|therapy|service,adaptable|therapy|service,adaptable|therapy|service,adaptable|therapy|service,Yes
532,532,40082,czthhl.com,czthhl,czthhl,czth|hl,cz|th|hl,Yes
533,533,55746,herodouglas.com,hero|douglas,hero|douglas,hero|douglas,hero|douglas,Yes
534,534,33435,aunovotny.com,aunovotny,aunovotny,au|novotny,au|novotny,Yes
535,535,65692,johnmdelgado.com,john|m|delgado,john|m|delgado,john|m|delgado,john|m|delgado,Yes
536,536,50397,donate2ride.com,donate|2|ride,donate|2|ride,donate|2|ride,donate|ride,Yes
537,537,60714,cablovemusic.com,cab|love|music,cab|love|music,cablo|v|music,cab|love|music,Yes
538,538,72069,globalprisenter.com,global|prisenter,global|prisenter,global|prisenter,global|pris|enter,Yes
539,539,1518,aj4u.com,aj|4|u,aj|4|u,aj|4u,a|ju,Yes
540,540,16102,joenortonwrites.com,joe|norton|writes,joe|norton|writes,joe|norton|writes,joe|norton|writes,Yes
541,541,43405,derivont.com,derivont,derivont,derivont,deriv|ont,Yes
542,542,87399,grupoproimpsac.com,grupo|proimpsac,grupo|pro|imp|sac,grupo|pro|imp|sac,grupo|pro|imp|sac,Yes
543,543,50478,freighbors.com,freighbors,freighbors,free|neighbors,frei|ghb|or|s,Yes
544,544,91289,farsbazar.com,fars|bazar,fars|bazar,fars|bazar,fars|bazar,Yes
545,545,5443,compactslider.com,compact|slider,compact|slider,compact|slider,compact|slider,Yes
546,546,27750,bigbitesjamaicaplains.com,big|bites|jamaica|plains,big|bites|jamaica|plains,big|bites|jamaica|plains,big|bites|jamaica|plains,Yes
547,547,97336,goodpizzaclub.com,good|pizza|club,good|pizza|club,good|pizza|club,good|pizza|club,Yes
548,548,33210,ismile-dentalcare.com,i|smile|dental|care,i|smile|dentalcare,i|smile|dental|care,is|mile|dental|care,Yes
549,549,72626,bmstecservice.com,bms|tec|service,bms|tec|service,bmstec|service,bms|tec|service,Yes
550,550,12118,ellxi.com,ell|xi,ellxi,ell|xi,el|lxi,Yes
551,551,66571,abarroteriaelrey.com,abarro|teria|el|rey,abarroteria|el|rey,abarroteria|el|rey,a|barro|teria|el|rey,No
552,552,65666,instantseries.com,instant|series,instant|series,instant|series,instant|series,Yes
553,553,38659,008887158.com,008887158,008887158,008|887|158,,No
554,554,80329,inoncologyus.com,in|oncology|us,in|oncology|us,in|oncology|us,in|oncology|us,Yes
555,555,64007,deeper-vision.com,deeper|vision,deeper|vision,deeper|vision,deeper|vision,Yes
556,556,69399,04047790.com,04047790,04047790,040|477|90,,No
557,557,35093,ff2m6jusufvo5evgb25emu60llrtssrq.com,ff2m6jusufvo5evgb25emu60llrtssrq,ff2m6jusufvo5evgb25emu60llrtssrq,ff2|m6jus|uf|vo5|evg|b25|emu|60|llrt|ssrq,ffm|jusuf|voe|vg|be|mull|rts|srq,No
558,558,8624,enrichsquare.com,enrich|square,enrich|square,enrich|square,enrich|square,Yes
559,559,66193,19947961631.com,19947961631,19947961631,199|479|61631,,No
560,560,20439,315studios.com,315|studios,315|studios,315|studios,studios,Yes
561,561,39806,jfslife.com,jfs|life,jfs|life,jfs|life,jfs|life,Yes
562,562,98129,gasnaturalbanargentina.com,gas|natural|ban|argentina,gas|natural|ban|argentina,gas|natural|ban|argentina,gas|natural|ban|argentina,Yes
563,563,29852,christophernandez.com,christopher|nandez,christopher|nandez,christopher|hernandez,chris|top|hernandez,Yes
564,564,11465,foreverusapparel.com,forever|us|apparel,forever|us|apparel,forever|us|apparel,forever|us|apparel,Yes
565,565,26266,drydix.com,dry|dix,dry|dix,dry|dix,dry|dix,Yes
566,566,82726,coroarsnova.com,coroars|nova,coroars|nova,coro|ars|nova,co|roars|nova,No
567,567,81262,jeremybachelor.com,jeremy|bachelor,jeremy|bachelor,jeremy|bachelor,jeremy|bachelor,Yes
568,568,44685,brbdinner.com,brb|dinner,brb|dinner,brb|dinner,brb|dinner,Yes
569,569,30358,jetportgas.com,jet|port|gas,jetport|gas,jet|port|gas,jetport|gas,Yes
570,570,68709,droppingwell.com,dropping|well,dropping|well,dropping|well,dropping|well,Yes
571,571,76454,busslersolutions.com,bussler|solutions,bussler|solutions,bussler|solutions,bussler|solutions,Yes
572,572,43356,dogzengarden.com,dog|zen|garden,dog|zen|garden,dog|zen|garden,dog|zen|garden,Yes
573,573,43443,actionintexas.com,action|in|texas,action|in|texas,action|in|texas,action|in|texas,Yes
574,574,37319,a7d2h.com,a7d2h,a7d2h,a7d|2h,adh,No
575,575,1437,alpinepaintcompany.com,alpine|paint|company,alpine|paint|company,alpine|paint|company,alpine|paint|company,Yes
576,576,377,fpsimpianti.com,fpsimpianti,fpsimpianti,fps|impianti,fps|impianti,No
577,577,55611,888-2-refacing.com,888|2|refacing,888|2|refacing,888|2|refacing,refacing,Yes
578,578,75067,brianpuleo.com,brian|puleo,brian|puleo,brian|puleo,brian|puleo,Yes
579,579,47127,easy-calo.com,easy|calo,easy|calo,easy|calo,easy|calo,Yes
580,580,10462,bloomingdesignss.com,blooming|designss,blooming|designss,blooming|designs,blooming|designs|s,Yes
581,581,37120,entersolaris.com,enter|solaris,enter|solaris,enter|solaris,enter|solaris,Yes
582,582,6370,expressfiling.com,express|filing,express|filing,express|filing,express|filing,Yes
583,583,88874,iamagtech.com,iamag|tech,ia|magtech,iam|ag|tech,i|am|a|gtech,Yes
584,584,25630,docslayer.com,doc|slayer,doc|slayer,doc|slayer,docs|layer,Yes
585,585,74964,amjg.com,amjg,amjg,amjg,am|jg,No
586,586,22329,apps-for-art.com,apps|for|art,apps|for|art,apps|for|art,apps|for|art,Yes
587,587,89367,hthvip1573.com,hthvip1573,hth|vip|1573,hth|vip|1573,hth|vip,Yes
588,588,32323,jersmer.com,jersmer,jersmer,jers|mer,jers|mer,No
589,589,58741,comercialt.com,comercial|t,comercial|t,comercial|t,comercial|t,Yes
590,590,21920,cooperstownmotel.com,coopers|town|motel,cooperstown|motel,cooperstown|motel,cooperstown|motel,Yes
591,591,66885,extraneo-store.com,extra|neo|store,extra|neo|store,extra|neo|store,extra|neo|store,Yes
592,592,57197,batimmoplus.com,batimmo|plus,bat|immo|plus,batimmo|plus,bat|immo|plus,Yes
593,593,3131,coffee-curry-fin.com,coffee|curry|fin,coffee|curry|fin,coffee|curry|fin,coffee|curry|fin,Yes
594,594,19008,jingruxin.com,jing|ruxin,jing|ru|xin,jing|ru|xin,jing|rux|in,No
595,595,65607,gordonmonangfusion.com,gordon|monang|fusion,gordon|mon|ang|fusion,gordon|monang|fusion,gordon|mon|ang|fusion,Yes
596,596,79188,carlamotta.com,carla|motta,carla|motta,carla|motta,car|lamotta,Yes
597,597,18607,adblues.com,ad|blues,ad|blues,ad|blues,ad|blues,Yes
598,598,40394,ieautomatizacion.com,ie|automatizacion,ie|automatizacion,ie|automatizacion,ie|automati|zac|i|on,No
599,599,20639,bonthe-yrc.com,bonthe|yrc,bonthe|yrc,bonthe|yrc,bon|they|rc,No
600,600,3050,audaciousdesignstudio.com,audacious|design|studio,audacious|design|studio,audacious|design|studio,audacious|design|studio,Yes
601,601,58779,alandsonsplumbingusa.com,alandsons|plumbing|usa,al|and|sons|plumbing|usa,aland|sons|plumbing|usa,a|land|sons|plumbing|usa,Yes
602,602,48232,foconnectivity.com,fo|connectivity,fo|connectivity,fo|connectivity,fo|connectivity,Yes
603,603,50819,52way.com,52|way,52|way,52|way,way,Yes
604,604,44192,handdrawnquartered.com,hand|drawn|quartered,handdrawn|quartered,hand|drawn|quartered,hand|drawn|quartered,Yes
605,605,20221,everythingopulencebeauty.com,every|thing|opulence|beauty,everything|opulence|beauty,everything|opulence|beauty,everything|opulence|beauty,Yes
606,606,98704,advancedsubliminal.com,advanced|subliminal,advanced|subliminal,advanced|subliminal,advanced|subliminal,Yes
607,607,57382,abovethebarchicago.com,above|the|bar|chicago,above|the|bar|chicago,above|the|bar|chicago,above|the|bar|chicago,Yes
608,608,30062,gptacb.com,gptacb,gptacb,gpt|acb,gpt|acb,No
609,609,28197,drahailaalmeida.com,drahaila|almeida,drahailaalmeida,dr|ahaila|almeida,dr|a|hail|a|almeida,No
610,610,422,ai4uf9nga432vnpfufq519pns3ojm8a0.com,ai4uf9nga432vnpfufq519pns3ojm8a0,ai4uf9nga432vnpfufq519pns3ojm8a0,ai|4u|f9n|ga|432v|npf|ufq|519|pns|3o|jm|8a|0,aiu|fng|avn|pfu|fq|pn|so|jma,No
611,611,48746,financialfrontnews.com,financial|front|news,financial|front|news,financial|front|news,financial|front|news,Yes
612,612,11151,jgoodies.com,j|goodies,j|goodies,j|goodies,jgoodies,Yes
613,613,99581,fraudsteveschwartzapfel.com,fraud|steve|schwartzapfel,fraudsteveschwartzapfel,fraud|steve|schwartz|apfel,fraud|steve|schwartz|apfel,No
614,614,35682,destileriastenis.com,destileriastenis,destileria|stenis,destileria|stenis,des|tile|rias|ten|is,No
615,615,40594,hydrothing.com,hydro|thing,hydro|thing,hydro|thing,hydro|thing,Yes
616,616,38506,hwlmapp.com,hwlm|app,hwlm|app,hw|lm|app,hwl|mapp,Yes
617,617,18806,cristianmelendez.com,cristian|melendez,cristian|melendez,cristian|melendez,cristian|melendez,Yes
618,618,76973,glowsart.com,glows|art,glows|art,glows|art,glows|art,Yes
619,619,24277,bluebirdboutiquewi.com,blue|bird|boutique|wi,blue|bird|boutique|wi,bluebird|boutique|wi,bluebird|boutique|wi,Yes
620,620,55343,8diagrams.com,8|diagrams,8|diagrams,8|diagrams,diagrams,Yes
621,621,57531,invernessfair.com,inverness|fair,inverness|fair,inverness|fair,inverness|fair,Yes
622,622,8872,doangialand.com,doangia|land,do|angia|land,do|angia|land,do|an|gia|land,Yes
623,623,43217,blueefficience.com,blue|efficience,blue|efficience,blue|efficience,blue|efficien|ce,Yes
624,624,14553,coolreflectionz.com,cool|reflectionz,cool|reflectionz,cool|reflection|z,cool|reflection|z,Yes
625,625,38330,gogogive.com,gogo|give,go|go|give,gogo|give,gogo|give,Yes
626,626,84134,appraiseroffice.com,appraiser|office,appraiser|office,appraiser|office,appraiser|office,Yes
627,627,70530,eastcoastrepairandfabrication.com,east|coast|repair|and|fabrication,east|coast|repair|and|fabrication,east|coast|repair|and|fabrication,east|coast|repair|and|fabrication,Yes
628,628,70659,everydaypilgrimage.com,every|day|pilgrimage,everyday|pilgrimage,everyday|pilgrimage,every|day|pilgrimage,Yes
629,629,88785,expedientevirtual.com,expediente|virtual,expediente|virtual,expediente|virtual,expedient|e|virtual,No
630,630,97824,22000iso.com,22000|iso,22000|iso,22000|iso,iso,Yes
631,631,33499,frivmax.com,frivmax,friv|max,friv|max,fri|vmax,Yes
632,632,98137,franchisetailgate.com,franchise|tail|gate,franchise|tailgate,franchise|tailgate,franchise|tailgate,Yes
633,633,34609,1761z1761.com,1761|z|1761,1761z1761,1761|z|1761,z,Yes
634,634,27045,dezracing.com,dezr|acing,dez|racing,dez|racing,dez|racing,Yes
635,635,93837,bcever.com,bcever,bc|ever,bc|ever,bc|ever,Yes
636,636,18724,artisaties.com,artisaties,artisaties,arti|saties,art|is|a|ties,Yes
637,637,88037,carrentalsearch.com,car|rental|search,carrental|search,car|rental|search,car|rental|search,Yes
638,638,29096,dysnservices.com,dysn|services,dysn|services,dys|n|services,dys|n|services,Yes
639,639,79955,decadesvoyage.com,decades|voyage,decades|voyage,decades|voyage,decades|voyage,Yes
640,640,85485,accessorydwellingunitpros.com,accessory|dwelling|unit|pros,accessory|dwelling|unit|pros,accessory|dwelling|unit|pros,accessory|dwelling|unit|pros,Yes
641,641,56258,231152.com,231152,231152,231|152,,Yes
642,642,36874,eightgatesclo.com,eight|gates|clo,eight|gates|clo,eight|gates|clo,eight|gates|clo,Yes
643,643,33111,amorimteam.com,amorim|team,amorim|team,amorim|team,amorim|team,Yes
644,644,48423,harraldreamer.com,harral|dreamer,harral|dreamer,har|ral|dreamer,harr|al|dreamer,Yes
645,645,85145,centrovesalius.com,centro|vesalius,centrovesalius,centro|vesalius,centro|vesalius,No
646,646,94567,decarboneum.com,decarbon|eum,decarboneum,de|carboneum,de|carbon|eum,Yes
647,647,34282,jinshanct.com,jinshanct,jinshanct,jinshan|ct,jinshan|ct,Yes
648,648,93606,enliothailand.com,enlio|thailand,enlio|thailand,enlio|thailand,en|lio|thailand,Yes
649,649,43867,cloudcatz.com,cloud|catz,cloud|catz,cloud|catz,cloud|catz,Yes
650,650,32515,bluebrij.com,blue|brij,blue|brij,blue|brij,blue|brij,Yes
651,651,57221,ecommercerating.com,e|commerce|rating,ecommerce|rating,ecommerce|rating,ecommerce|rating,Yes
652,652,34305,amend19.com,amend|19,amend|19,amend|19,amend,Yes
653,653,15190,humanleyprints.com,human|ley|prints,humanley|prints,human|ley|prints,human|ley|prints,Yes
654,654,22285,doorfame.com,door|fame,door|fame,door|fame,door|fame,Yes
655,655,65752,dynamic-extraction.com,dynamic|extraction,dynamic|extraction,dynamic|extraction,dynamic|extraction,Yes
656,656,55603,besbay.com,bes|bay,bes|bay,bes|bay,be|s|bay,Yes
657,657,21608,jahanihsan.com,jaha|nihsan,jahanihsan,jahan|ihsan,jahan|ihsan,Yes
658,658,42253,ecominsurance.com,e|com|insurance,ecom|insurance,ecom|insurance,ecom|insurance,Yes
659,659,82871,chirurgiens-plasticiens.com,chirurgiens|plasticiens,chirurgiens|plasticiens,chirurgiens|plasticiens,chirurgie|ns|plastic|i|ens,No
660,660,66359,ifovgroupe.com,i|fov|groupe,ifov|groupe,ifo|v|groupe,if|ov|groupe,No
661,661,84426,dream-filler.com,dream|filler,dream|filler,dream|filler,dream|filler,Yes
662,662,96689,collinslawde.com,collins|law|de,collins|lawde,collins|law|de,collins|law|de,Yes
663,663,61890,eyesiteee.com,eyes|iteee,eyes|iteee,eye|site|ee,eye|site|ee,Yes
664,664,64334,apl-eco.com,apl|eco,apl|eco,apl|eco,a|pleco,Yes
665,665,42104,jessicahrendon.com,jessica|h|rendon,jessica|h|rendon,jessica|hrendon,jessica|hr|end|on,Yes
666,666,23638,jiexinshunwuliu.com,jie|xin|shun|wu|liu,jie|xin|shun|wu|liu,jiexin|shun|wuliu,jie|x|in|shun|wu|liu,No
667,667,10486,everything2gain.com,every|thing|2|gain,everything|2|gain,everything|2|gain,everything|gain,Yes
668,668,59775,googlesearshconsole.com,google|searsh|console,google|searsh|console,google|sears|console,google|searsh|console,Yes
669,669,74372,jrapaintsinc.com,jra|paints|inc,jra|paints|inc,jra|paints|inc,jr|a|paints|inc,Yes
670,670,72663,aurugs.com,au|rugs,au|rugs,aur|ugs,au|rugs,Yes
671,671,17445,aojesus.com,ao|jesus,ao|jesus,ao|jesus,ao|jesus,Yes
672,672,45165,esposascalientes.com,esposas|calientes,esposas|calientes,esposas|calientes,esposas|calientes,No
673,673,60510,adamscraftycreations.com,adams|crafty|creations,adams|crafty|creations,adams|crafty|creations,adams|crafty|creations,Yes
674,674,31916,elijahscup.com,elijahs|cup,elijahs|cup,elijahs|cup,elijah|scup,Yes
675,675,44396,brunchdaytona.com,brunch|daytona,brunch|daytona,brunch|daytona,brunch|daytona,Yes
676,676,72738,3in1god.com,3|in|1|god,3|in|1|god,3|in|1|god,in|god,Yes
677,677,83286,gatewaylimousine.com,gate|way|limousine,gateway|limousine,gateway|limousine,gateway|limousine,Yes
678,678,88958,foodfirst4adhd.com,food|first|4|adhd,food|first|4|adhd,food|first|4|adhd,food|first|adhd,Yes
679,679,57318,jonlewisreviews.com,jon|lewis|reviews,jon|lewis|reviews,jon|lewis|reviews,jon|lewis|reviews,Yes
680,680,59413,371667.com,371667,371667,371|667,,No
681,681,99586,genie-fitness.com,genie|fitness,genie|fitness,genie|fitness,genie|fitness,Yes
682,682,78457,cyclistshq.com,cyclists|hq,cyclists|hq,cyclists|hq,cyclists|hq,Yes
683,683,50468,chilligardens.com,chilli|gardens,chilli|gardens,chilli|gardens,chilli|gardens,Yes
684,684,81662,fm2services.com,fm|2|services,fm|2|services,fm|2|services,fm|services,Yes
685,685,72952,hbd7.com,hbd|7,hbd7,hbd|7,hbd,No
686,686,95406,glamivie.com,glam|ivie,glamivie,glam|vie,glam|ivie,Yes
687,687,74672,go-malling.com,go|malling,go|malling,go|malling,go|malling,Yes
688,688,39875,cntopwin.com,cn|top|win,cn|top|win,cnt|opwin,cn|top|win,Yes
689,689,9973,cvagri.com,cvagri,cvagri,cv|agri,cv|agri,No
690,690,60370,fourniplant.com,fourni|plant,four|ni|plant,fourni|plant,fourni|plant,Yes
691,691,62215,cate-international.com,cate|international,cate|international,cate|international,cate|international,Yes
692,692,39282,espressomag.com,espresso|mag,espresso|mag,espresso|mag,espresso|mag,Yes
693,693,86621,algodiferente-carolsarai.com,algodiferente|carolsarai,algodiferente|carolsarai,algo|diferente|carol|sarai,algo|diferente|carol|sarai,Yes
694,694,95876,grandbeecats.com,grand|bee|cats,grand|bee|cats,grand|bee|cats,grand|bee|cats,Yes
695,695,1805,confeitariadigital.com,confeitaria|digital,confeitaria|digital,confeitaria|digital,confe|it|aria|digital,No
696,696,78773,engineeringbms.com,engineering|bms,engineering|bms,engineering|bms,engineering|bms,Yes
697,697,28623,dancehall-detour.com,dance|hall|detour,dance|hall|detour,dancehall|detour,dancehall|detour,Yes
698,698,41613,imaginmobiliaria.com,imagin|mobiliaria,imagin|mobiliaria,imagin|mobiliaria,imag|inmobiliaria,No
699,699,84421,ignitedcandle.com,ignited|candle,ignited|candle,ignite|d|candle,ignited|candle,Yes
700,700,26673,aboutresidentsmedicalgroup.com,about|residents|medical|group,about|residents|medical|group,about|residents|medical|group,about|residents|medical|group,Yes
701,701,36674,aqsbrand.com,aqs|brand,aqs|brand,aqs|brand,aqs|brand,Yes
702,702,35230,ezcarbon.com,ez|carbon,ez|carbon,ez|carbon,ez|carbon,Yes
703,703,48090,buildingtips.com,building|tips,building|tips,building|tips,building|tips,Yes
704,704,87975,concrete-magazin.com,concrete|magazin,concrete|magazin,concrete|magazin,concrete|magazin,Yes
705,705,50028,alwafaa-eg.com,alwafaa|eg,alwafaa|eg,alwafaa|eg,al|wafaa|eg,No
706,706,8901,gyanvitaranammag.com,gyanvitaranammag,gyanvitaranammag,gyan|vitaran|am|mag,gyan|vitara|nam|mag,No
707,707,18109,certifieddiamondappraising.com,certified|diamond|appraising,certified|diamond|appraising,certified|diamond|appraising,certified|diamond|appraising,Yes
708,708,94596,irlobs.com,irl|obs,irl|obs,ir|lobs,irl|obs,Yes
709,709,34639,avco-design.com,avco|design,avco|design,avco|design,avco|design,Yes
710,710,39886,7l3a4484033gplais01tjej0138u5m3m.com,7l3a4484033gplais01tjej0138u5m3m,7l3a4484033gplais01tjej0138u5m3m,7l3a|448|4033|gplais|01|tjej|0138|u5m|3m,la|gpl|a|ist|jeju|mm,No
711,711,8649,arcelent.com,arcelent,arcelent,arcelent,ar|celent,Yes
712,712,64838,halalcertificationbelgium.com,halal|certification|belgium,halal|certification|belgium,halal|certification|belgium,halal|certification|belgium,Yes
713,713,39344,aecspringfield.com,aec|springfield,aec|springfield,aec|springfield,aec|springfield,Yes
714,714,87229,954ifsr6hj7r4rebp270n6ovq63vq2fi.com,954ifsr6hj7r4rebp270n6ovq63vq2fi,954ifsr6hj7r4rebp270n6ovq63vq2fi,954|ifsr|6hj7|r4|reb|p|270n|6o|vq|63|vq|2|fi,if|srh|jrr|ebp|nov|qvq|fi,No
715,715,37354,firststarfarm.com,first|star|farm,first|star|farm,first|star|farm,first|star|farm,Yes
716,716,64045,amazingspaceslive.com,amazing|spaces|live,amazing|spaces|live,amazing|spaces|live,amazing|spaces|live,Yes
717,717,26949,gsbhlp.com,gsbhlp,gsbhlp,gsb|hlp,gsb|hlp,No
718,718,13992,jy8676.com,jy8676,jy8676,jy|8676,jy,No
719,719,32138,groovepods.com,groove|pods,groove|pods,groove|pods,groove|pods,Yes
720,720,51381,carbofil.com,carbofil,carbo|fil,carbo|fil,carb|of|il,Yes
721,721,63283,245796.com,245796,245796,245|796,,No
722,722,63778,13aresearch.com,13a|research,13|a|research,13a|research,a|research,Yes
723,723,77055,foxelbox.com,fox|el|box,fox|el|box,fox|el|box,fox|el|box,No
724,724,40585,fromstruggletoblessing.com,from|struggle|to|blessing,from|struggle|to|blessing,from|struggle|to|blessing,from|struggle|to|blessing,Yes
725,725,40884,jcdragons.com,jc|dragons,jc|dragons,jc|dragons,jc|dragons,Yes
726,726,99365,floortreatmentmaterials.com,floor|treatment|materials,floor|treatment|materials,floor|treatment|materials,floor|treatment|materials,Yes
727,727,29867,ansarandolini.com,ansarandolini,ansa|randolini,ansar|and|olini,ansar|and|olin|i,Yes
728,728,25315,extrovertband.com,extrovert|band,extrovert|band,extrovert|band,extrovert|band,Yes
729,729,85994,animals4lifetraining.com,animals|4|life|training,animals|4|life|training,animals|4|life|training,animals|life|training,Yes
730,730,61373,ifpex-expo.com,ifpex|expo,ifpex|expo,ifpex|expo,if|pex|expo,Yes
731,731,2731,ardenteclub998.com,ardente|club|998,ardente|club|998,ardente|club|998,ardente|club,Yes
732,732,54170,chitonbreeze.com,chiton|breeze,chiton|breeze,chiton|breeze,chiton|breeze,Yes
733,733,21890,iufro2014.com,iufro|2014,iufro|2014,iufro|2014,iufro,No
734,734,34848,cybersentia.com,cyber|sentia,cyber|sentia,cyber|sentia,cyber|sentia,No
735,735,91329,darteduard.com,dart|eduard,dart|eduard,dart|eduard,dart|eduard,Yes
736,736,45695,day-lynewoff-ers.com,day|lynewoff|ers,day|lynewoff|ers,day|lyne|off|ers,dayly|new|offers,Yes
737,737,97461,airductsurgeons-northnewjersey.com,air|duct|surgeons|north|new|jersey,air|duct|surgeons|north|new|jersey,air|duct|surgeons|north|new|jersey,air|duct|surgeons|north|new|jersey,Yes
738,738,91669,baybuildersal.com,bay|builders|al,bay|builder|sal,bay|builders|al,bay|builders|al,Yes
739,739,13755,ee-gameguide.com,ee|game|guide,ee|game|guide,ee|game|guide,ee|game|guide,Yes
740,740,56110,atv-maxitrans.com,atv|maxitrans,atv|maxitrans,atv|maxi|trans,atv|maxi|trans,Yes
741,741,62514,delta-conferences.com,delta|conferences,delta|conferences,delta|conferences,delta|conferences,Yes
742,742,42261,bottomllm.com,bottom|llm,bottom|llm,bottom|llm,bottom|llm,Yes
743,743,23915,innovatetowin.com,innovate|to|win,innovate|to|win,innovate|to|win,innovate|to|win,Yes
744,744,87934,gropowerindia.com,gro|power|india,gro|power|india,gro|power|india,gro|power|india,Yes
745,745,32929,forensicpacs.com,forensic|pacs,forensic|pacs,forensic|pacs,forensic|pacs,Yes
746,746,87625,generisonline.com,generis|online,generis|online,generis|online,generis|online,Yes
747,747,9476,barigade.com,barigade,barigade,bari|gade,bari|gade,Yes
748,748,47733,farmerseinsurance.com,farmers|einsurance,farmers|e|insurance,farmers|e|insurance,farmers|e|insurance,Yes
749,749,79834,brittaheine.com,britta|heine,britta|heine,britta|heine,britta|heine,Yes
750,750,85523,gworldlogis.com,gworld|logis,g|world|logis,g|world|logis,g|world|log|is,Yes
751,751,13040,appinmedic.com,app|in|medic,app|in|medic,app|in|medic,app|in|medic,Yes
752,752,63159,byuscorp.com,byus|corp,by|us|corp,by|us|corp,by|us|corp,Yes
753,753,22123,icrsys.com,icr|sys,icr|sys,icr|sys,icr|sys,Yes
754,754,71561,friendsanddesign.com,friends|and|design,friends|and|design,friends|and|design,friends|and|design,Yes
755,755,92100,geminibrown.com,gemini|brown,gemini|brown,gemini|brown,gemini|brown,Yes
756,756,64359,h7do1.com,h7do1,h7do1,h7|do|1,h|do,No
757,757,79830,alanaandspencer.com,alana|and|spencer,alana|and|spencer,alana|and|spencer,alana|and|spencer,Yes
758,758,40451,huiday.com,hui|day,hui|day,hui|day,hui|day,Yes
759,759,22032,itg-co.com,itg|co,itg|co,itg|co,it|gco,Yes
760,760,37678,decoration-parisienne.com,decoration|parisienne,decoration|parisienne,decoration|parisienne,decoration|parisienne,Yes
761,761,39554,aldogen.com,aldogen,aldogen,aldo|gen,aldo|gen,Yes
762,762,77566,emysdaycare.com,emys|day|care,emys|daycare,emys|daycare,e|my|s|day|care,Yes
763,763,86556,cricpluses.com,cric|pluses,cric|pluses,cric|pluses,cric|pluses,Yes
764,764,14398,harmophy.com,harm|ophy,harmophy,harmo|phy,harm|o|phy,Yes
765,765,1356,gaminggx.com,gaming|gx,gaming|gx,gaming|gx,gaming|gx,Yes
766,766,23446,ahdsc.com,ahdsc,ahdsc,ahd|sc,ah|dsc,Yes
767,767,80816,financial-gnd.com,financial|gnd,financial|gnd,financial|gnd,financial|gnd,Yes
768,768,96543,cilentoautenticodmo.com,cilento|autentico|dmo,cilentoautenticodmo,cilento|autentico|dmo,cilento|a|utenti|cod|mo,No
769,769,55854,attainthenfly.com,attain|then|fly,attain|then|fly,attain|then|fly,attain|then|fly,Yes
770,770,34068,alphaadvocateagency.com,alpha|advocate|agency,alpha|advocate|agency,alpha|advocate|agency,alpha|advocate|agency,Yes
771,771,94364,chiewig.com,chiewig,chiewig,chie|wig,chie|wig,No
772,772,17781,antiquesuperstore.com,antique|super|store,antique|superstore,antique|superstore,antique|superstore,Yes
773,773,7391,hardanmusicgroup.com,hardan|music|group,hardan|music|group,hardan|music|group,hard|an|music|group,Yes
774,774,96010,dvicenteabogados.com,dvicen|tea|bogados,dvicente|abogados,d|vicente|abogados,d|vicente|abogados,No
775,775,93082,exchangereality.com,exchange|reality,exchange|reality,exchange|reality,exchange|reality,Yes
776,776,28057,biibiibo.com,bii|bii|bo,bii|bii|bo,biibi|ibo,biib|i|ibo,Yes
777,777,27766,actorduet.com,actor|duet,actor|duet,actor|duet,actor|duet,Yes
778,778,94218,angolamarine.com,angola|marine,angola|marine,angola|marine,angola|marine,Yes
779,779,91636,erasolcaldaie.com,erasolcaldaie,erasolcaldaie,erasol|caldaie,era|sol|calda|ie,No
780,780,65987,717963.com,717963,717963,717|963,,No
781,781,5697,galvestonbayqueen.com,galveston|bay|queen,galveston|bay|queen,galveston|bay|queen,galveston|bay|queen,Yes
