,Domain Name,Segmentation 1,Segmentation 2,GPT Segmentation,English? (Yes/No)
19956,fastnerspoint.com,fast|ners|point,fastners|point,fastners|point,Yes
20147,beccamaedesigns.com,becca|mae|designs,becca|mae|designs,becca|mae|designs,Yes
76569,jy3824.com,jy3824,jy|3824,jy|3824,No
46149,boggarts.com,boggarts,boggarts,bog|garts,Yes
44342,indoorharvester.com,in|door|harvester,indoor|harvester,indoor|harvester,Yes
42615,bat-invest.com,bat|invest,bat|invest,bat|invest,Yes
52699,brigittethiot.com,brigitte|thiot,brigitte|thiot,brigitte|thiot,Yes
57292,goodwillmedical.com,good|will|medical,good|will|medical,goodwill|medical,Yes
53520,flat6studios.com,flat|6|studios,flat|6|studios,flat|6|studios,Yes
2880,102vip9.com,102|vip|9,102|vip|9,102|vip|9,Yes
55082,grisb.com,grisb,grisb,gris|b,Yes
62844,danemar.com,dane|mar,dane|mar,dane|mar,Yes
58462,bednarzfamily.com,bed|narz|family,bednarz|family,bednarz|family,Yes
60970,gc5qvv6qrl42sgdm4egogmi6vbbiapb2.com,gc5qvv6qrl42sgdm4egogmi6vbbiapb2,gc5qvv6qrl42sgdm4egogmi6vbbiapb2,gc|5qvv6|qrl|42sgdm|4eg|ogmi|6vbbi|ap|b2,No
32503,anta-rf.com,anta|rf,anta|rf,anta|rf,Yes
53255,byte-sizedcrypto.com,byte|sized|crypto,byte|sized|crypto,byte|sized|crypto,Yes
43585,eastcoastraveller.com,east|coast|raveller,east|coast|raveller,east|coast|traveller,Yes
63600,canvello.com,canvello,canvello,canvello,Yes
20609,americansurrealist.com,american|surrealist,american|surrealist,american|surrealist,Yes
60209,gpsinventorysolutionssending.com,gps|inventory|solutions|sending,gps|inventory|solutions|sending,gps|inventory|solutions|sending,Yes
75868,getsupersavings.com,get|super|savings,get|super|savings,get|super|savings,Yes
21589,gwinnettcountybraves.com,g|winnett|county|braves,gwinnett|county|braves,gwinnett|county|braves,Yes
9613,immobilierlimousin.com,immobilier|limousin,immobilier|limousin,immobilier|limousin,Yes
71267,antwerpbotanicalsacademy.com,antwerp|botanicals|academy,antwerp|botanicals|academy,antwerp|botanicals|academy,Yes
28513,fireroasted.com,fire|roasted,fire|roasted,fire|roasted,Yes
21925,goldenappleweb.com,golden|apple|web,golden|apple|web,golden|apple|web,Yes
14523,graxen.com,graxen,graxen,grax|en,Yes
90488,aldeemstore.com,aldeem|store,aldeem|store,aldeem|store,Yes
99037,betteringz.com,bette|ringz,betteringz,better|ing|z,Yes
97968,catherinebstafford.com,catherine|b|stafford,catherine|b|stafford,catherine|b|stafford,Yes
5144,australiamint.com,australia|mint,australia|mint,australia|mint,Yes
48125,bluesdrawings.com,blues|drawings,blues|drawings,blue|s|drawings,Yes
47839,getaclutch.com,get|a|clutch,get|a|clutch,get|a|clutch,Yes
54032,braceletmagique.com,bracelet|magique,bracelet|magique,bracelet|magique,Yes
35522,elgringoabogado.com,el|gringo|abogado,el|gringo|abogado,el|gringo|abogado,No
149,distributionhj.com,distribution|hj,distribution|hj,distribution|hj,Yes
31021,ivettedominguez.com,ivette|dominguez,ivette|dominguez,ivette|dominguez,Yes
10973,clasesdeseguridadflorida.com,clases|de|seguridad|florida,clases|de|seguridad|florida,clases|de|seguridad|florida,No
54609,1wzsw.com,1wzsw,1wzsw,1|wz|sw,No
93967,careyourpets.com,care|your|pets,care|your|pets,care|your|pets,Yes
41877,intrachartering.com,intra|chartering,intra|chartering,intra|chartering,Yes
89232,fightforyourlifeclub.com,fight|for|your|life|club,fight|for|your|life|club,fight|for|your|life|club,Yes
31975,crissified.com,crissified,crissified,criss|ified,Yes
84576,b-side-partners.com,b|side|partners,b|side|partners,b|side|partners,Yes
41930,beautypaiges.com,beauty|paiges,beauty|paiges,beauty|paiges,Yes
89029,archivedsupplycompany.com,archived|supply|company,archived|supply|company,archive|d|supply|company,Yes
13344,chasingthecurenow.com,chasing|the|cure|now,chasing|the|cure|now,chasing|the|cure|now,Yes
39019,areopoli.com,areopoli,areopoli,areo|poli,Yes
14006,allaboutthepartyllc.com,all|about|the|party|llc,all|about|the|party|llc,all|about|the|party|llc,Yes
49243,gueva.com,gueva,gueva,gueva,Yes
23568,clubsportsapparel.com,club|sports|apparel,club|sports|apparel,club|sports|apparel,Yes
86313,finomage.com,fino|mage,fino|mage,fino|mage,Yes
5434,bellhavenpianostudio.com,bell|haven|piano|studio,bell|haven|piano|studio,bell|haven|piano|studio,Yes
70500,dreamyluxury.com,dreamy|luxury,dreamy|luxury,dreamy|luxury,Yes
78775,eido69mg5a7s2eufq9alqd5em14q6uma.com,eido69mg5a7s2eufq9alqd5em14q6uma,eido69mg5a7s2eufq9alqd5em14q6uma,eido|69mg|5a7|s2|euf|q9|al|qd|5em|14q|6|uma,No
28354,buvaji.com,buvaji,buvaji,buv|aji,No
66395,bubble-escape.com,bubble|escape,bubble|escape,bubble|escape,Yes
59974,cool-remedy-roof.com,cool|remedy|roof,cool|remedy|roof,cool|remedy|roof,Yes
95481,isgdatabasedevelopment.com,isg|data|base|development,isg|database|development,isg|database|development,Yes
67277,jca-equipment.com,jca|equipment,jca|equipment,jca|equipment,Yes
21183,datorama-demo.com,datorama|demo,datorama|demo,datorama|demo,Yes
36062,autolosstaxsettlement.com,auto|loss|tax|settlement,auto|loss|tax|settlement,auto|loss|tax|settlement,Yes
31515,cma-engineering.com,cma|engineering,cma|engineering,cma|engineering,Yes
84941,f2196.com,f2196,f2196,f|2196,Yes
24412,centroservizicapalbio.com,centro|servizi|capalbio,centro|servizica|palbio,centro|servizi|capalbio,No
90066,defensiveinvestor.com,defensive|investor,defensive|investor,defensive|investor,Yes
84065,guerillaseven.com,guerilla|seven,guerilla|seven,guerilla|seven,Yes
41825,affinergy.com,affinergy,affinergy,affinergy,Yes
56760,justmybabymama.com,just|my|baby|mama,just|my|baby|mama,just|my|baby|mama,Yes
82584,ashleighbaby.com,ashleigh|baby,ashleigh|baby,ashleigh|baby,Yes
58161,exemplarydm.com,exemplary|dm,exemplary|dm,exemplary|dm,Yes
64782,enlog-dgs.com,enlog|dgs,enlog|dgs,en|log|dgs,Yes
5797,driversclubchicago.com,drivers|club|chicago,drivers|club|chicago,drivers|club|chicago,Yes
50898,byfcg.com,byfcg,byfcg,by|fcg,No
52475,2229331.com,2229331,2229331,222|9331,No
31369,immune4you.com,immune|4|you,immune|4|you,immune|4|you,Yes
72147,hardcorefaith.com,hard|core|faith,hard|core|faith,hardcore|faith,Yes
65156,jidijiahe.com,jidijiahe,jidijiahe,jidijiahe,No
28618,55ssp20i55ntutl3fri53o8s3amh96e5.com,55ssp20i55ntutl3fri53o8s3amh96e5,55ssp20i55ntutl3fri53o8s3amh96e5,55|ssp|20i|55|ntut|l3|fri|53|o8|s3|amh|96|e5,No
33130,heart2heartdogtraining.com,heart|2|heart|dog|training,heart|2|heart|dog|training,heart|2|heart|dog|training,Yes
97835,football-scene.com,foot|ball|scene,football|scene,football|scene,Yes
78093,arrudafranco.com,arruda|franco,arruda|franco,arruda|franco,Yes
6150,apostabet77.com,a|post|a|bet|77,aposta|bet|77,apostabet|77,Yes
24559,hannahjcullen.com,hannah|j|cullen,hannah|j|cullen,hannah|j|cullen,Yes
78820,cuchillostrenzados.com,cuchillo|strenzados,cuchillos|trenzados,cuchillos|trenzados,No
90102,hillcresteventcenter.com,hill|crest|event|center,hill|crest|event|center,hillcrest|event|center,Yes
53135,dunadeldaryoush.com,duna|del|daryoush,dunadeldaryoush,duna|del|dary|oush,No
86540,abellehayford.com,abelle|hayford,abelle|hay|ford,abelle|hayford,Yes
76812,aguacatesechartea.com,agua|catese|chartea,aguacatesechartea,aguacates|echartea,No
86920,artdiancollection.com,art|dian|collection,art|dian|collection,art|dian|collection,Yes
60072,jandrliquidations.com,jandr|liquidations,j|and|r|liquidations,jandr|liquidations,Yes
89190,durhamentrepreneurs.com,durham|entrepreneurs,durham|entrepreneurs,durham|entrepreneurs,Yes
46504,cadexpresscorp.com,cad|express|corp,cad|express|corp,cad|express|corp,Yes
33756,elisaminetto.com,elisa|minetto,elisa|minetto,elisa|minetto,Yes
53116,crossplatix.com,cross|platix,cross|platix,cross|plat|ix,Yes
89583,fullyengaged.com,fully|engaged,fully|engaged,fully|engaged,Yes
10539,164hu.com,164hu,164|hu,164|hu,No
29134,5rly3d.com,5rly3d,5rly3d,5|rly|3d,No
17385,adseries.com,ad|series,ad|series,ad|series,Yes
73078,alfazeta.com,al|fazeta,alfa|zeta,alfa|zeta,Yes
44530,edelglobal.com,edel|global,edel|global,edel|global,Yes
74225,i5gepn6aevn2ejqnjbcjdo1jqqqc95ll.com,i5gepn6aevn2ejqnjbcjdo1jqqqc95ll,i5gepn6aevn2ejqnjbcjdo1jqqqc95ll,i5|gepn|6a|evn|2e|jn|qnj|bc|jdo|1jq|qqc|95|ll,No
10858,71588844.com,71588844,71588844,715|888|44,No
30350,626dar6rupf2454g4u4m8mgbeustsnu4.com,626dar6rupf2454g4u4m8mgbeustsnu4,626dar6rupf2454g4u4m8mgbeustsnu4,626|dar|6rup|f2454|g4|u4|m8|mg|be|us|tsnu4,No
35129,ashtxn.com,ashtxn,ash|txn,ash|txn,Yes
10782,jvstr.com,jvstr,jv|str,jv|str,Yes
44018,114ef.com,114ef,114|ef,114|ef,No
63479,520iee.com,520iee,520|iee,520|iee,No
96647,factshindi.com,facts|hindi,facts|hindi,facts|hindi,Yes
20869,cjperry.com,cj|perry,cj|perry,cj|perry,Yes
5734,basmalaaus.com,basmala|aus,basmalaaus,basmala|aus,No
78633,jiffylubelewes.com,jiffy|lube|lewes,jiffy|lube|lewes,jiffy|lube|lewes,Yes
33203,foreverpathwaysministries.com,forever|pathways|ministries,forever|path|ways|ministries,forever|pathways|ministries,Yes
90090,habpropertiesgroup.com,hab|properties|group,hab|properties|group,hab|properties|group,Yes
80156,diavel-forum.com,diavel|forum,diavel|forum,diavel|forum,Yes
48798,joiestereo.com,joie|stereo,joie|stereo,joie|stereo,Yes
57816,isatissoome.com,i|sat|issoome,isatissoome,isatis|soome,No
85987,cloud-sry.com,cloud|sry,cloud|sry,cloud|sry,Yes
78849,arcadecanada.com,arcade|canada,arcade|canada,arcade|canada,Yes
91413,corbellnews.com,corbell|news,corbell|news,corbell|news,Yes
19542,cqjxd.com,cqjxd,cqjxd,cq|jxd,No
47224,haultie.com,haul|tie,haul|tie,hault|ie,Yes
50485,goatandsheep.com,goat|and|sheep,goat|and|sheep,goat|and|sheep,Yes
71510,6vdesign.com,6v|design,6v|design,6v|design,Yes
19861,fatimaboscodalat.com,fatima|boscodalat,fatima|bosco|dalat,fatima|bosco|dalat,Yes
80605,j6j0hhacjp05ag1gqm6mirvf6on1srvp.com,j6j0hhacjp05ag1gqm6mirvf6on1srvp,j6j0hhacjp05ag1gqm6mirvf6on1srvp,j6j0|hhac|jp05|ag1|gqm6|mir|vf6|on1|srvp,No
52853,expandthebrandnola.com,expand|the|brand|nola,expand|the|brand|nola,expand|the|brand|nola,Yes
70595,devdy.com,devdy,devdy,dev|dy,Yes
77794,indust-ventures.com,indust|ventures,indust|ventures,indust|ventures,Yes
12086,fox-db-trial.com,fox|db|trial,fox|db|trial,fox|db|trial,Yes
50292,boyfromrc.com,boy|from|rc,boy|from|rc,boy|from|rc,Yes
2335,cryptoinvestmentsfirm.com,crypto|investments|firm,crypto|investments|firm,crypto|investments|firm,Yes
87126,devaci.com,devaci,devaci,deva|ci,Yes
49391,enginefish.com,engine|fish,engine|fish,engine|fish,Yes
93851,fubusports.com,fubu|sports,fubu|sports,fubu|sports,Yes
13230,easyairco.com,easy|air|co,easy|air|co,easy|air|co,Yes
51141,aty992.com,aty992,aty|992,aty|992,Yes
48694,innofantech.com,inno|fan|tech,inno|fan|tech,innofan|tech,Yes
21283,gatefold-digital.com,gate|fold|digital,gate|fold|digital,gate|fold|digital,Yes
39571,abnatal.com,ab|natal,ab|natal,ab|natal,Yes
67249,himawari-sg.com,himawari|sg,himawari|sg,himawari|sg,No
21382,digitesouro.com,digit|esouro,digites|ouro,digite|souro,No
17971,185004-270346.com,185004|270346,185004|270346,185|004|270|346,No
50588,315252.com,315252,315252,315|252,No
64458,currenex.com,currenex,currenex,current|ex,Yes
1633,gardetescheveux.com,gardetescheveux,gardetescheveux,garde|tes|cheveux,No
32630,groupcomplete.com,group|complete,group|complete,group|complete,Yes
24738,georgepeach.com,george|peach,george|peach,george|peach,Yes
35016,czyhhd.com,czyhhd,czyhhd,czy|hhd,No
32432,cabmedvaanissen.com,cabmed|vaanissen,cab|med|vaanissen,cabmed|vaan|issen,No
88051,epicchamber.com,epic|chamber,epic|chamber,epic|chamber,Yes
35583,blastafoodrecipes.com,blasta|food|recipes,blast|a|food|recipes,blasta|food|recipes,Yes
22744,777872.com,777872,777872,777|872,No
46226,electrocigarro.com,electro|cigarro,electro|cigarro,electro|cigarro,Yes
45938,e9t7u1o2c3.com,e9t7u1o2c3,e9t7u1o2c3,e9t7|u1o2|c3,No
59988,beeshiddengems.com,bees|hidden|gems,bees|hidden|gems,bees|hidden|gems,Yes
98539,fixitworldwide.com,fix|it|world|wide,fix|it|world|wide,fix|it|worldwide,Yes
81310,gptmotorsport.com,gpt|motor|sport,gpt|motor|sport,gpt|motorsport,Yes
48991,dancenxtlevel.com,dance|nxt|level,dance|nxt|level,dance|nxt|level,Yes
88639,guyswellness.com,guys|wellness,guys|wellness,guys|wellness,Yes
7470,jmstranscription.com,jms|transcription,jms|transcription,jms|transcription,Yes
12528,0mveo11iph5260c7eb3fpedt91q350vc.com,0mveo11iph5260c7eb3fpedt91q350vc,0mveo11iph5260c7eb3fpedt91q350vc,0mve|o11|iph|5260|c7|eb|3fp|edt|91q|350|vc,No
5598,global-compression-services.com,global|compression|services,global|compression|services,global|compression|services,Yes
46675,charleneandme.com,charlene|and|me,charlene|and|me,charlene|and|me,Yes
90503,johnlucasmusicco.com,john|lucas|music|co,john|lucas|music|co,john|lucas|music|co,Yes
78559,gabinetegalaniglesias.com,gabi|netegalan|iglesias,gabinet|egalan|iglesias,gabinete|galan|iglesias,No
43401,astronomads.com,astro|nomads,astro|nomads,astro|nomads,Yes
99479,flixape.com,flix|ape,flix|ape,flix|ape,Yes
48356,balato8-ph.com,balato|8|ph,balato|8|ph,balato|8|ph,Yes
57040,denhvidesten.com,denhvidesten,denhvidesten,den|hvide|sten,No
9514,iyfraep.com,iyfraep,iyfraep,iyf|raep,No
89706,joe-e-pace.com,joe|e|pace,joe|e|pace,joe|e|pace,Yes
34101,asd7zu.com,asd7zu,asd7zu,asd|7|zu,No
54395,andersonhillwoodcraft.com,anderson|hill|wood|craft,anderson|hill|wood|craft,anderson|hill|woodcraft,Yes
93569,dyegenx.com,dye|genx,dye|gen|x,dye|genx,Yes
84087,garagedoorrepairsouthflorida.com,garage|door|repair|south|florida,garage|door|repair|south|florida,garage|door|repair|south|florida,Yes
488,certidor.com,certidor,certidor,cert|idor,Yes
63087,ecologicnaturalsolutions.com,ecologic|natural|solutions,ecologic|natural|solutions,eco|logic|natural|solutions,Yes
65610,iris984.com,iris|984,iris|984,iris|984,Yes
24808,cme-du-plateau.com,cme|du|plateau,cme|du|plateau,cme|du|plateau,Yes
57194,as-2000.com,as|2000,as|2000,as|2000,Yes
27854,fightingmanofmars.com,fighting|man|of|mars,fighting|man|of|mars,fighting|man|of|mars,Yes
15331,ext-cloudreach.com,ext|cloud|reach,ext|cloud|reach,ext|cloud|reach,Yes
70169,1sourceinc.com,1|source|inc,1|source|inc,1|source|inc,Yes
33161,escapethecityliving.com,escape|the|city|living,escape|the|city|living,escape|the|city|living,Yes
37528,jpziyuan.com,jpzi|yuan,jp|zi|yuan,jp|ziyuan,No
81552,groundcontrollocation.com,ground|control|location,ground|control|location,ground|control|location,Yes
61696,coastalgemslettering.com,coastal|gems|lettering,coastal|gems|lettering,coastal|gems|lettering,Yes
33850,hamburg-flughafen.com,hamburg|flughafen,hamburg|flughafen,hamburg|flughafen,No
20015,goldenstatebouldering.com,golden|state|bouldering,golden|state|bouldering,golden|state|bouldering,Yes
31373,deloittevolunteerhub.com,deloitte|volunteer|hub,deloitte|volunteer|hub,deloitte|volunteer|hub,Yes
10777,dreadfultech.com,dreadful|tech,dreadful|tech,dreadful|tech,Yes
21012,ebonyoneverything.com,ebony|on|everything,ebony|on|every|thing,ebony|on|everything,Yes
7614,erfolg-als-friseur.com,erfolg|als|friseur,erfolg|als|friseur,erfolg|als|friseur,No
72698,flex62.com,flex|62,flex|62,flex|62,Yes
47562,inventastics.com,inventastics,inventastics,inventa|stics,Yes
12008,dodexo.com,dodexo,do|dexo,dod|exo,Yes
14256,enchantressandthelion.com,enchantress|and|the|lion,enchantress|and|the|lion,enchantress|and|the|lion,Yes
6301,jaigga9ieevh0n36tfqg8guih5npetrg.com,jaigga9ieevh0n36tfqg8guih5npetrg,jaigga9ieevh0n36tfqg8guih5npetrg,jai|gga|9ie|evh0n|36|tfq|8g|uih5|np|et|rg,No
10822,beautyrestored.com,beauty|restored,beauty|restored,beauty|restored,Yes
4017,icryptocode.com,i|crypto|code,i|crypto|code,i|crypto|code,Yes
64759,eoarchitects.com,eo|architects,eo|architects,eo|architects,Yes
97916,702mlan.com,702mlan,702|mlan,702|mlan,Yes
88581,h-ferry.com,h|ferry,h|ferry,h|ferry,Yes
57943,dogurineremovers.com,dogurine|removers,dog|urine|removers,dog|urine|removers,Yes
77824,embizzy.com,embizzy,embizzy,em|bizzy,Yes
90958,ejqn0a0suv4ad723g225642q48p84od5.com,ejqn0a0suv4ad723g225642q48p84od5,ejqn0a0suv4ad723g225642q48p84od5,ejq|n0a0|suv|4ad|723|g|225|642|q4|8p|84|od|5,No
96589,accupolitics.com,accu|politics,accu|politics,accu|politics,Yes
5550,integritypaintingandrenovations.com,integrity|painting|and|renovations,integrity|painting|and|renovations,integrity|painting|and|renovations,Yes
3804,8826333.com,8826333,8826333,882|6333,No
30359,generalgenomics.com,general|genomics,general|genomics,general|genomics,Yes
4946,66648tt.com,66648tt,66648tt,66648|tt,No
73287,joyviz.com,joy|viz,joy|viz,joy|viz,Yes
10263,cybeefox.com,cybee|fox,cybee|fox,cy|bee|fox,Yes
36934,cornellsystems.com,cornell|systems,cornell|systems,cornell|systems,Yes
68103,claudiazeier.com,claudia|zeier,claudia|zeier,claudia|zeier,Yes
41504,jmcyprus.com,jm|cyprus,jm|cyprus,jm|cyprus,Yes
94231,firstcallcleaners.com,first|call|cleaners,first|call|cleaners,first|call|cleaners,Yes
1169,ezraroda.com,ezra|roda,ezra|roda,ezra|roda,Yes
63477,floridaflag.com,florida|flag,florida|flag,florida|flag,Yes
73292,dadaxz.com,dad|axz,dada|xz,dada|xz,Yes
79750,69737.com,69737,69737,69737,No
76603,casacontigocl.com,casa|contigo|cl,casa|contigo|cl,casa|contigo|cl,No
5446,jetpainterbuild.com,jet|painter|build,jet|painter|build,jet|painter|build,Yes
18965,hl-renovation.com,hl|renovation,hl|renovation,hl|renovation,Yes
49678,gm6oqch7sn0phet1e5e234gq8rhldbe4.com,gm6oqch7sn0phet1e5e234gq8rhldbe4,gm6oqch7sn0phet1e5e234gq8rhldbe4,gm|6oq|ch|7sn|0phet|1e|5e2|34|gq|8|rhld|be|4,Yes
27242,centrohipicomaasbree.com,centro|hipico|maas|bree,centrohipicomaasbree,centro|hipico|maasbree,Yes
81027,drlnlaws.com,dr|ln|laws,dr|lnlaws,dr|ln|laws,Yes
2727,foreandfore.com,fore|and|fore,fore|and|fore,for|e|and|fore,Yes
598,azimmigrationattorneys.com,az|immigration|attorneys,az|immigration|attorneys,az|immigration|attorneys,Yes
20878,dogzahav.com,dog|zahav,dog|zahav,dog|zahav,Yes
71602,eastdevon.com,east|devon,east|devon,east|devon,Yes
77801,climatisation-93.com,climatisation|93,climatisation|93,climatisation|93,Yes
57265,electronicafromusic.com,electronic|afro|music,electronica|fro|music,electronica|from|music,Yes
1000,davlisseven.com,davlis|seven,davlis|seven,davlis|seven,Yes
86961,bonfirecareercoaching.com,bonfire|career|coaching,bonfire|career|coaching,bonfire|career|coaching,Yes
23628,adaptabletherapyservice.com,adaptable|therapy|service,adaptable|therapy|service,adaptable|therapy|service,Yes
40082,czthhl.com,czthhl,czthhl,czth|hl,Yes
55746,herodouglas.com,hero|douglas,hero|douglas,hero|douglas,Yes
33435,aunovotny.com,aunovotny,aunovotny,au|novotny,Yes
65692,johnmdelgado.com,john|m|delgado,john|m|delgado,john|m|delgado,Yes
50397,donate2ride.com,donate|2|ride,donate|2|ride,donate|2|ride,Yes
60714,cablovemusic.com,cab|love|music,cab|love|music,cablo|v|music,Yes
72069,globalprisenter.com,global|prisenter,global|prisenter,global|prisenter,Yes
1518,aj4u.com,aj|4|u,aj|4|u,aj|4u,Yes
16102,joenortonwrites.com,joe|norton|writes,joe|norton|writes,joe|norton|writes,Yes
43405,derivont.com,derivont,derivont,derivont,Yes
87399,grupoproimpsac.com,grupo|proimpsac,grupo|pro|imp|sac,grupo|pro|imp|sac,Yes
50478,freighbors.com,freighbors,freighbors,free|neighbors,Yes
91289,farsbazar.com,fars|bazar,fars|bazar,fars|bazar,Yes
5443,compactslider.com,compact|slider,compact|slider,compact|slider,Yes
27750,bigbitesjamaicaplains.com,big|bites|jamaica|plains,big|bites|jamaica|plains,big|bites|jamaica|plains,Yes
97336,goodpizzaclub.com,good|pizza|club,good|pizza|club,good|pizza|club,Yes
33210,ismile-dentalcare.com,i|smile|dental|care,i|smile|dentalcare,i|smile|dental|care,Yes
72626,bmstecservice.com,bms|tec|service,bms|tec|service,bmstec|service,Yes
12118,ellxi.com,ell|xi,ellxi,ell|xi,Yes
66571,abarroteriaelrey.com,abarro|teria|el|rey,abarroteria|el|rey,abarroteria|el|rey,No
65666,instantseries.com,instant|series,instant|series,instant|series,Yes
38659,008887158.com,008887158,008887158,008|887|158,No
80329,inoncologyus.com,in|oncology|us,in|oncology|us,in|oncology|us,Yes
64007,deeper-vision.com,deeper|vision,deeper|vision,deeper|vision,Yes
69399,04047790.com,04047790,04047790,040|477|90,No
35093,ff2m6jusufvo5evgb25emu60llrtssrq.com,ff2m6jusufvo5evgb25emu60llrtssrq,ff2m6jusufvo5evgb25emu60llrtssrq,ff2|m6jus|uf|vo5|evg|b25|emu|60|llrt|ssrq,No
8624,enrichsquare.com,enrich|square,enrich|square,enrich|square,Yes
66193,19947961631.com,19947961631,19947961631,199|479|61631,No
20439,315studios.com,315|studios,315|studios,315|studios,Yes
39806,jfslife.com,jfs|life,jfs|life,jfs|life,Yes
98129,gasnaturalbanargentina.com,gas|natural|ban|argentina,gas|natural|ban|argentina,gas|natural|ban|argentina,Yes
29852,christophernandez.com,christopher|nandez,christopher|nandez,christopher|hernandez,Yes
11465,foreverusapparel.com,forever|us|apparel,forever|us|apparel,forever|us|apparel,Yes
26266,drydix.com,dry|dix,dry|dix,dry|dix,Yes
82726,coroarsnova.com,coroars|nova,coroars|nova,coro|ars|nova,No
81262,jeremybachelor.com,jeremy|bachelor,jeremy|bachelor,jeremy|bachelor,Yes
44685,brbdinner.com,brb|dinner,brb|dinner,brb|dinner,Yes
30358,jetportgas.com,jet|port|gas,jetport|gas,jet|port|gas,Yes
68709,droppingwell.com,dropping|well,dropping|well,dropping|well,Yes
76454,busslersolutions.com,bussler|solutions,bussler|solutions,bussler|solutions,Yes
43356,dogzengarden.com,dog|zen|garden,dog|zen|garden,dog|zen|garden,Yes
43443,actionintexas.com,action|in|texas,action|in|texas,action|in|texas,Yes
37319,a7d2h.com,a7d2h,a7d2h,a7d|2h,No
1437,alpinepaintcompany.com,alpine|paint|company,alpine|paint|company,alpine|paint|company,Yes
377,fpsimpianti.com,fpsimpianti,fpsimpianti,fps|impianti,No
55611,888-2-refacing.com,888|2|refacing,888|2|refacing,888|2|refacing,Yes
75067,brianpuleo.com,brian|puleo,brian|puleo,brian|puleo,Yes
47127,easy-calo.com,easy|calo,easy|calo,easy|calo,Yes
10462,bloomingdesignss.com,blooming|designss,blooming|designss,blooming|designs,Yes
37120,entersolaris.com,enter|solaris,enter|solaris,enter|solaris,Yes
6370,expressfiling.com,express|filing,express|filing,express|filing,Yes
88874,iamagtech.com,iamag|tech,ia|magtech,iam|ag|tech,Yes
25630,docslayer.com,doc|slayer,doc|slayer,doc|slayer,Yes
74964,amjg.com,amjg,amjg,amjg,No
22329,apps-for-art.com,apps|for|art,apps|for|art,apps|for|art,Yes
89367,hthvip1573.com,hthvip1573,hth|vip|1573,hth|vip|1573,Yes
32323,jersmer.com,jersmer,jersmer,jers|mer,No
58741,comercialt.com,comercial|t,comercial|t,comercial|t,Yes
21920,cooperstownmotel.com,coopers|town|motel,cooperstown|motel,cooperstown|motel,Yes
66885,extraneo-store.com,extra|neo|store,extra|neo|store,extra|neo|store,Yes
57197,batimmoplus.com,batimmo|plus,bat|immo|plus,batimmo|plus,Yes
3131,coffee-curry-fin.com,coffee|curry|fin,coffee|curry|fin,coffee|curry|fin,Yes
19008,jingruxin.com,jing|ruxin,jing|ru|xin,jing|ru|xin,No
65607,gordonmonangfusion.com,gordon|monang|fusion,gordon|mon|ang|fusion,gordon|monang|fusion,Yes
79188,carlamotta.com,carla|motta,carla|motta,carla|motta,Yes
18607,adblues.com,ad|blues,ad|blues,ad|blues,Yes
40394,ieautomatizacion.com,ie|automatizacion,ie|automatizacion,ie|automatizacion,No
20639,bonthe-yrc.com,bonthe|yrc,bonthe|yrc,bonthe|yrc,No
3050,audaciousdesignstudio.com,audacious|design|studio,audacious|design|studio,audacious|design|studio,Yes
58779,alandsonsplumbingusa.com,alandsons|plumbing|usa,al|and|sons|plumbing|usa,aland|sons|plumbing|usa,Yes
48232,foconnectivity.com,fo|connectivity,fo|connectivity,fo|connectivity,Yes
50819,52way.com,52|way,52|way,52|way,Yes
44192,handdrawnquartered.com,hand|drawn|quartered,handdrawn|quartered,hand|drawn|quartered,Yes
20221,everythingopulencebeauty.com,every|thing|opulence|beauty,everything|opulence|beauty,everything|opulence|beauty,Yes
98704,advancedsubliminal.com,advanced|subliminal,advanced|subliminal,advanced|subliminal,Yes
57382,abovethebarchicago.com,above|the|bar|chicago,above|the|bar|chicago,above|the|bar|chicago,Yes
30062,gptacb.com,gptacb,gptacb,gpt|acb,No
28197,drahailaalmeida.com,drahaila|almeida,drahailaalmeida,dr|ahaila|almeida,No
422,ai4uf9nga432vnpfufq519pns3ojm8a0.com,ai4uf9nga432vnpfufq519pns3ojm8a0,ai4uf9nga432vnpfufq519pns3ojm8a0,ai|4u|f9n|ga|432v|npf|ufq|519|pns|3o|jm|8a|0,No
48746,financialfrontnews.com,financial|front|news,financial|front|news,financial|front|news,Yes
11151,jgoodies.com,j|goodies,j|goodies,j|goodies,Yes
99581,fraudsteveschwartzapfel.com,fraud|steve|schwartzapfel,fraudsteveschwartzapfel,fraud|steve|schwartz|apfel,No
35682,destileriastenis.com,destileriastenis,destileria|stenis,destileria|stenis,No
40594,hydrothing.com,hydro|thing,hydro|thing,hydro|thing,Yes
38506,hwlmapp.com,hwlm|app,hwlm|app,hw|lm|app,Yes
18806,cristianmelendez.com,cristian|melendez,cristian|melendez,cristian|melendez,Yes
76973,glowsart.com,glows|art,glows|art,glows|art,Yes
24277,bluebirdboutiquewi.com,blue|bird|boutique|wi,blue|bird|boutique|wi,bluebird|boutique|wi,Yes
55343,8diagrams.com,8|diagrams,8|diagrams,8|diagrams,Yes
57531,invernessfair.com,inverness|fair,inverness|fair,inverness|fair,Yes
8872,doangialand.com,doangia|land,do|angia|land,do|angia|land,Yes
43217,blueefficience.com,blue|efficience,blue|efficience,blue|efficience,Yes
14553,coolreflectionz.com,cool|reflectionz,cool|reflectionz,cool|reflection|z,Yes
